committee,date,alderman,status,period,total_absences,,date,,
Committee on Finance,9/6/13 0:00,"Cardenas, George A.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Mitts, Emma",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Moore, Joseph",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"O'Connor, Patrick",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Pope, John",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Reilly, Brendan",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Solis, Daniel",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Thomas, Latasha R.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Thompson, JoAnn",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Tunney, Thomas",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Waguespack, Scott",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Austin, Carrie M.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Brookins, Jr., Howard",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Burke, Edward M.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Burnett, Jr., Walter",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Burns, William D.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Cochran, Willie",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Colon, Rey",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Dowell, Pat",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Ervin, Jason C.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Foulkes, Toni",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Graham, Deborah L.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Hairston, Leslie A.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Harris, Michelle A.",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Lane, Lona",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Laurino, Margaret",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Moreno, Proco Joe",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Munoz, Ricardo",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Osterman, Harry",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Quinn, Marty",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Reboyras, Ariel",11,6,,,40061,,
Committee on Finance,9/6/13 0:00,"Suarez, Regner Ray",11,6,,,40061,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Zalewski, Michael R.",11,6,5,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Colon, Rey",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Maldonado, Roberto",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Mitts, Emma",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Moreno, Proco Joe",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Arena, John",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Chandler, Michael D.",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Cochran, Willie",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Cullerton, Timothy M.",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Ervin, Jason C.",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Foulkes, Toni",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Hairston, Leslie A.",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Holmes, Natashia",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Lane, Lona",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Pawar, Ameya",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Smith, Michele",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Tunney, Thomas",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Solis, Daniel",11,6,6,,40064,,
Committee on Public Safety,9/9/13 0:00,"Austin, Carrie M.",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Beale, Anthony",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Harris, Michelle A.",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Mitts, Emma",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Pope, John",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Balcer, James",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Burke, Edward M.",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Burnett, Jr., Walter",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Cochran, Willie",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Holmes, Natashia",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Lane, Lona",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"O'Connor, Mary",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"O'Shea, Matthew J.",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Osterman, Harry",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Pawar, Ameya",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Reboyras, Ariel",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Silverstein, Debra L.",11,6,,,40064,,
Committee on Public Safety,9/9/13 0:00,"Sposato, Nicholas",11,6,,,40064,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Zalewski, Michael R.",11,6,11,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Arena, John",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Chandler, Michael D.",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Colon, Rey",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Cullerton, Timothy M.",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Foulkes, Toni",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Hairston, Leslie A.",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Holmes, Natashia",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Maldonado, Roberto",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Mitts, Emma",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Moreno, Proco Joe",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Cochran, Willie",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Ervin, Jason C.",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Lane, Lona",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Pawar, Ameya",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Smith, Michele",11,6,,,40065,,
"Committee on Economic, Capital and Technology Development",9/10/13 0:00,"Tunney, Thomas",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Thomas, Latasha R.",11,6,7,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Brookins, Jr., Howard",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Foulkes, Toni",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Mell, Deborah",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Moreno, Proco Joe",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Sawyer, Roderick T.",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Silverstein, Debra L.",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Arena, John",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Burnett, Jr., Walter",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Fioretti, Bob",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Graham, Deborah L.",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Hairston, Leslie A.",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Lane, Lona",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Moore, Joseph",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Pawar, Ameya",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Quinn, Marty",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Smith, Michele",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Sposato, Nicholas",11,6,,,40065,,
"Committee on Special Events, Cultural Affairs and Recreation",9/10/13 0:00,"Waguespack, Scott",11,6,,,40065,,
City Council,9/11/13 0:00,"Arena, John",11,6,0,,40066,,
City Council,9/11/13 0:00,"Austin, Carrie M.",11,6,,,40066,,
City Council,9/11/13 0:00,"Balcer, James",11,6,,,40066,,
City Council,9/11/13 0:00,"Beale, Anthony",11,6,,,40066,,
City Council,9/11/13 0:00,"Brookins, Jr., Howard",11,6,,,40066,,
City Council,9/11/13 0:00,"Burke, Edward M.",11,6,,,40066,,
City Council,9/11/13 0:00,"Burnett, Jr., Walter",11,6,,,40066,,
City Council,9/11/13 0:00,"Burns, William D.",11,6,,,40066,,
City Council,9/11/13 0:00,"Cappleman, James",11,6,,,40066,,
City Council,9/11/13 0:00,"Cardenas, George A.",11,6,,,40066,,
City Council,9/11/13 0:00,"Chandler, Michael D.",11,6,,,40066,,
City Council,9/11/13 0:00,"Cochran, Willie",11,6,,,40066,,
City Council,9/11/13 0:00,"Colon, Rey",11,6,,,40066,,
City Council,9/11/13 0:00,"Cullerton, Timothy M.",11,6,,,40066,,
City Council,9/11/13 0:00,"Dowell, Pat",11,6,,,40066,,
City Council,9/11/13 0:00,"Ervin, Jason C.",11,6,,,40066,,
City Council,9/11/13 0:00,"Fioretti, Bob",11,6,,,40066,,
City Council,9/11/13 0:00,"Foulkes, Toni",11,6,,,40066,,
City Council,9/11/13 0:00,"Graham, Deborah L.",11,6,,,40066,,
City Council,9/11/13 0:00,"Hairston, Leslie A.",11,6,,,40066,,
City Council,9/11/13 0:00,"Harris, Michelle A.",11,6,,,40066,,
City Council,9/11/13 0:00,"Holmes, Natashia",11,6,,,40066,,
City Council,9/11/13 0:00,"Lane, Lona",11,6,,,40066,,
City Council,9/11/13 0:00,"Laurino, Margaret",11,6,,,40066,,
City Council,9/11/13 0:00,"Maldonado, Roberto",11,6,,,40066,,
City Council,9/11/13 0:00,"Mell, Deborah",11,6,,,40066,,
City Council,9/11/13 0:00,"Mitts, Emma",11,6,,,40066,,
City Council,9/11/13 0:00,"Moore, Joseph",11,6,,,40066,,
City Council,9/11/13 0:00,"Moreno, Proco Joe",11,6,,,40066,,
City Council,9/11/13 0:00,"Munoz, Ricardo",11,6,,,40066,,
City Council,9/11/13 0:00,"O'Connor, Mary",11,6,,,40066,,
City Council,9/11/13 0:00,"O'Connor, Patrick",11,6,,,40066,,
City Council,9/11/13 0:00,"O'Shea, Matthew J.",11,6,,,40066,,
City Council,9/11/13 0:00,"Osterman, Harry",11,6,,,40066,,
City Council,9/11/13 0:00,"Pawar, Ameya",11,6,,,40066,,
City Council,9/11/13 0:00,"Pope, John",11,6,,,40066,,
City Council,9/11/13 0:00,"Quinn, Marty",11,6,,,40066,,
City Council,9/11/13 0:00,"Reboyras, Ariel",11,6,,,40066,,
City Council,9/11/13 0:00,"Reilly, Brendan",11,6,,,40066,,
City Council,9/11/13 0:00,"Sawyer, Roderick T.",11,6,,,40066,,
City Council,9/11/13 0:00,"Silverstein, Debra L.",11,6,,,40066,,
City Council,9/11/13 0:00,"Smith, Michele",11,6,,,40066,,
City Council,9/11/13 0:00,"Solis, Daniel",11,6,,,40066,,
City Council,9/11/13 0:00,"Sposato, Nicholas",11,6,,,40066,,
City Council,9/11/13 0:00,"Suarez, Regner Ray",11,6,,,40066,,
City Council,9/11/13 0:00,"Thomas, Latasha R.",11,6,,,40066,,
City Council,9/11/13 0:00,"Thompson, JoAnn",11,6,,,40066,,
City Council,9/11/13 0:00,"Tunney, Thomas",11,6,,,40066,,
City Council,9/11/13 0:00,"Waguespack, Scott",11,6,,,40066,,
City Council,9/11/13 0:00,"Zalewski, Michael R.",11,6,,,40066,,
Committee on License and Consumer Protection,9/25/13 0:00,"Thompson, JoAnn",11,6,9,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Cardenas, George A.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Chandler, Michael D.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Cochran, Willie",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Moreno, Proco Joe",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"O'Connor, Mary",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"O'Shea, Matthew J.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Silverstein, Debra L.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Sposato, Nicholas",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Arena, John",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Cappleman, James",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Fioretti, Bob",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Graham, Deborah L.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Mitts, Emma",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Quinn, Marty",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Reboyras, Ariel",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Sawyer, Roderick T.",11,6,,,40080,,
Committee on License and Consumer Protection,9/25/13 0:00,"Tunney, Thomas",11,6,,,40080,,
Committee on Human Relations,10/3/13 0:00,"Thompson, JoAnn",12,6,8,,40088,,40088
Committee on Human Relations,10/3/13 0:00,"Chandler, Michael D.",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Colon, Rey",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Foulkes, Toni",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Munoz, Ricardo",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Pope, John",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Sawyer, Roderick T.",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Thomas, Latasha R.",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Ervin, Jason C.",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Holmes, Natashia",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Maldonado, Roberto",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Moore, Joseph",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Reboyras, Ariel",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Smith, Michele",12,6,,,40088,,
Committee on Human Relations,10/3/13 0:00,"Solis, Daniel",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Solis, Daniel",12,6,5,,40088,,
Committee on Public Safety,10/3/13 0:00,"Beale, Anthony",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Burnett, Jr., Walter",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Harris, Michelle A.",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Mitts, Emma",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Austin, Carrie M.",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Balcer, James",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Burke, Edward M.",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Cochran, Willie",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Holmes, Natashia",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Lane, Lona",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"O'Connor, Mary",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"O'Shea, Matthew J.",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Osterman, Harry",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Pawar, Ameya",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Pope, John",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Reboyras, Ariel",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Silverstein, Debra L.",12,6,,,40088,,
Committee on Public Safety,10/3/13 0:00,"Sposato, Nicholas",12,6,,,40088,,
Committee on Housing and Real Estate,10/9/13 0:00,"Thompson, JoAnn",12,6,11,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Austin, Carrie M.",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Cardenas, George A.",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Chandler, Michael D.",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Dowell, Pat",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Holmes, Natashia",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Mell, Deborah",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"O'Connor, Mary",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Pope, John",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Reboyras, Ariel",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Sposato, Nicholas",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Balcer, James",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Burns, William D.",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Cappleman, James",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Cullerton, Timothy M.",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Lane, Lona",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Suarez, Regner Ray",12,6,,,40094,,
Committee on Housing and Real Estate,10/9/13 0:00,"Waguespack, Scott",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Pope, John",12,6,3,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Maldonado, Roberto",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"O'Connor, Mary",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Beale, Anthony",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Burns, William D.",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Cullerton, Timothy M.",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Dowell, Pat",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Ervin, Jason C.",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Fioretti, Bob",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Graham, Deborah L.",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Holmes, Natashia",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Mell, Deborah",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"O'Shea, Matthew J.",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Quinn, Marty",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Reilly, Brendan",12,6,,,40094,,
Committee on Transportation and Public Way,10/9/13 0:00,"Smith, Michele",12,6,,,40094,,
